text,coarse label
Vilket datoroperativsystem finns på de flesta datorer?,ENTY
Vad är Bill Gross e-postadress?,LOC
Vilken är den ekonomiska inverkan av arbetslösheten på ekonomin?,DESC
Vad står bokstäverna DC för i Washington| DC?,ABBR
Vilka djur kan leva längst utan mat?,ENTY
Vilken engelsk drottning hade sjutton barn?,HUM
Vad är den ungefärliga befolkningen i Las Vegas| NM?,NUM
Hur mycket får presidenten betalt?,NUM
Vilka två basebollspelare utgör batteriet?,HUM
Vilket är det största brevet i Salvador Dalis signatur?,ENTY
Vad kallar en irriterad bilägare järnoxid?,ENTY
"Hur många procent tittar på ""The Simpsons"" av barn mellan två och elva år?",NUM
Vilken är den nordligaste USA-staten förutom Alaska?,LOC
Namnge ett konstgalleri i New York.,LOC
Vem säljer Viagra?,HUM
Vilket musikinstrument spelade Prewitt i James Jones From Here to Eternity?,ENTY
Vad är hemmalag?,DESC
Vilken byggnad krönns brittiska monarker i?,LOC
Vad är Bellworts?,DESC
Vem var Darius?,HUM
Vilken film berättade om Anna Andersons anspråk på att vara en rysk zars dotter?,ENTY
För vem arbetade Dita Beard?,HUM
Vilken typ av varelse är en sothöna?,ENTY
Namnge universitetet där Woodrow Wilson var president.,HUM
Vilket land använde först flygplanet som ett krigsvapen mot turkarna i Libyen?,LOC
Vilket universitet var Woodrow Wilson president för?,HUM
Vad är en rädsla för sjukdom?,ENTY
Vilken typ av kött är Fray Bentos synonymt med?,ENTY
Vad piskade Mr. Magoo på TV för General Electric?,ENTY
Vad är orden till den kanadensiska nationalsången?,DESC
Vad heter det judiska alfabetet?,ENTY
"Vem fungerade som inspiration för den lärare som skildras av Robin Williams i ""Dead Poets Society""?",HUM
Vad är Columbia Tristars telefonnummer?,NUM
Namnge de fem befattningar som är i linje med ordförandeskapet.,HUM
Vilken av de sju ursprungliga Astronauterna i Mercury-programmet flög inte på någon av Mercury-flygningarna?,HUM
Vem är den mest kända skurken i 165 Gunpowder Plot?,HUM
Vad är huvudstaden i Burkina Faso?,LOC
Vilken kontinent är Bolivia på?,LOC
Varför avskaffades Muhammad Ali sin titel och hindrades från att boxas 1967?,DESC
Vem dödade fler människor| Hitler eller Stalin?,HUM
Vad fick Shea & Gould att stänga sitt LA-kontor?,DESC
Vilket är det enda däggdjuret som inte kan hoppa?,ENTY
Vilken amerikansk stat har flest blondiner?,LOC
Vilket krig såg strider vid Parrot's Beak och Black Virgin?,ENTY
Vad var den amerikanska motorvägens dödsfall 1969?,NUM
Vad betyder namnet Kelly?,DESC
Vad är en falanks?,DESC
Vilken mustasch-komiker skildrade Frankie i norra Alaska?,HUM
Vad kostar vart och ett av underhållen i Monopol?,NUM
Vilken skådespelare och andra världskrigets flygare fick en bounty på $50 av Hermann Goering?,HUM
Vad står t.ex. för?,ABBR
Vad heter det medicinska tillstånd där en baby föds utan hjärna?,ENTY
Hur bildas stormar?,DESC
Vem är Nicolo Paganini?,HUM
Vilken stad kallas ofta världens försäkringshuvudstad?,LOC
Vilka är de tre djuren i Sheila Burnfords The Incredible Journey?,ENTY
Vem porträtterade Dracula i Hammer Studios filmer?,HUM
Namnge en av de antika världens sju underverk.,ENTY
När trodde man att fisk hittades först på jorden?,NUM
"Vilken presidents favoritbibliska citat var: ""Kom nu och låt oss resonera tillsammans"".",HUM
Hur många hissar åker du för att nå översta våningen i Empire State Building?,NUM
Namnge matföretaget som reste till Sovjet-Georgien för att filma en serie annonser.,HUM
Vilket land föddes Sir Edmund Hillary i?,LOC
Vad kallas en spädbarnssäl?,ENTY
"Vad var rätt Laugh-In svar till: """"Say goodnight| Dick""""?",DESC
Vilken stad nominerades John F. Kennedy till president i?,LOC
Hur länge sover en hund?,NUM
Vilken film från Joseph L. Mankiewicz från 1963 kostade 28 miljoner dollar?,ENTY
Vilket japanskt elektronikföretag fick sitt namn från en kuststad nordost om Tokyo?,HUM
Vad kan du få böter för att ha en hund på en strand?,NUM
Var ägde slaget vid utbuktningen rum?,LOC
Hur mycket kommer Kalifornien att vara år 2000?,NUM
"Vilken mysterieskrivare skrev ""... den ära som var Grekland och storheten som var Rom""?",HUM
Vilket stat full av mjölk och honung var målet i The Grapes of Wrath?,LOC
Vilken är den högsta byggnaden i Japan?,LOC
Var ligger Sinn Feins huvudkontor?,LOC
Namnge Li'l Abners favoritindiska dryck.,ENTY
Vilka är några viktiga händelser från 1830-talet?,ENTY
Irakierna inledde sin attack mot Kuwait vilken dag?,NUM
Vilken bokstav pryder Rwandas flagga?,ENTY
Vad tillverkar en möbeltillverkare?,ENTY
Vad är Gud?,DESC
Vilket lands nordligaste stad är Darwin?,LOC
Vilket ljud förbiser Olympia| Washington?,LOC
Vilken TV-serie berättade om Katy Holstrum och kongressledamoten Glen Morleys liv?,ENTY
Vilken stad i Kentucky kallar sig The Horse Center of America?,LOC
Hur många penny-farthings finns det på ett Trivial Pursuit-spelbräde?,NUM
Vad är det vanligaste elementet i solen?,ENTY
Vilket europeiskt land kan skryta med staden Furth| där floderna Rednitz och Pegnitz sammanfaller?,LOC
Vilken stat i USA är Dixville Notch i?,LOC
Var låg Cisalpine Republic| 1797-1850?,LOC
Vilket är det största köpcentret i världen?,LOC
"Vad heter huvudpersonen i Dostojevskis ""Idioten""?",HUM
Vilken straffruta ligger mellan Baltic Avenue och Reading Railroad på ett Monopol-spelbräde?,ENTY
Vilken presidentsekreterare avfärdade Watergate som ett undermåligt inbrottsförsök?,HUM
Vad är en surikat?,DESC
Vem var Jean Nicolet?,HUM
Vilken typ av djur var Winnie the Pooh?,ENTY
Vilka av dessa är författare?,HUM
Vad är det internationella radiokodordet för bokstaven B?,ENTY
Vem var den ursprungliga Humpty Dumpty?,HUM
Vad är cacheminne?,DESC
Aspartam är också känt som vad?,ENTY
Var ligger Orange Bowl?,LOC
När är president Nixons födelsedag?,NUM
"Vad är ursprunget till Mellanvästra slangen| ""du är jävla tootin""?",DESC
Vems skåp var kalt?,HUM
Vilka är de sju haven?,LOC
Vad står IBM för?,ABBR
Vad är skillnaden mellan jazz och blues?,DESC
Vad är C-programmeringsspråket?,DESC
Vad heter Popeye's adopterade son?,HUM
Vem uppfann dammsugaren?,HUM
"Vad är en ""lånegrop""?",DESC
Vilken fiktiv karaktär från 2000-talet går på Pencey Prep School?,HUM
Hur många människor i USA säger att deras främsta informationskälla är tidningen?,NUM
Vem lånar Shakespeares Antonio 30 dukater från?,HUM
"Vilket land är känt som ""Big Bear""?",LOC
"Vad """"smälter i munnen| inte i dina händer""""?",ENTY
"Hur många gånger om dagen ska du ta ett receptläkemedel märkt ""qid""?",NUM
Vad är atomens ursprung?,DESC
Vem är Voyagers projektledare?,HUM
Vilka radiostationer sänder Jim Bohannon Radio Talk Show?,HUM
Vilka två befälhavare styrde styrkorna i slaget vid El Alamein?,HUM
"Namnge skaparen av ""The Muppets""?",HUM
Hur skickar jag e-post till någon på aol.com från yahoo.com?,DESC
"Vem svarade ""Jag vet"" på prinsessan Leias bekännelse ""Jag älskar dig"" i The Empire Strikes Back?",HUM
Vad betyder namnet Ella?,DESC
Vad är Rockettes hem?,LOC
Var kan jag hitta all information jag behöver veta om det engelska inbördeskriget| 1642-1649?,LOC
Vad heter företaget som tillverkar Spumante?,HUM
Vilken sport spelas på det största fältet?,ENTY
Vem vann 1967 Oscar för bästa skådespelare?,HUM
Vad är efter döden?,ENTY
Namnge den första privata medborgaren som flög i rymden.,HUM
Vad var fotbollsstjärnan Elroy Hirschs smeknamn?,HUM
"Vilken sångare sjunger ""Oh Boy""?",HUM
Hur mycket pizza äter amerikaner på en dag?,NUM
Vad är webbplatsen för USA-tidskriften?,LOC
Vilken arméns motto är Blood and Fire?,HUM
Vilken typ av patent fick Ermal Fraze 1963?,ENTY
Vad hör du när du sätter ett snäckskal på örat?,DESC
Varför är spökhus populära?,DESC
Vilket kön har större lår?,ENTY
Vilken amerikansk stat har den näst längsta kusten?,LOC
Vilken stat har Buffalo Bill Historical Center?,LOC
Hur snabbt springer geparder?,NUM
Vad illustreras med Ray Bradburys illustrerade man?,ENTY
Hur snabb är en 45Mhz-processor?,NUM
Vilken typ av pussel dök upp första gången i USA i New York World den 21 december 1913?,ENTY
Vilken greve skrev Alexandre Dumas om?,HUM
Vad är oddsen för att föda tvillingar?,NUM
Vad är den största naturliga sjön i Pennsylvania?,LOC
Hur långt är det från London UK till Kalifornien?,NUM
"""Namnge de två mystiska korparna som Odin har kommandot på.",ENTY
Vilken art var Winnie the Pooh?,ENTY
Vad är viruset HIV?,DESC
Hur många år är Benny Carter?,NUM
Vilken bok från Hermann Hesse gav namn till en rockgrupp?,ENTY
Var börjar och slutar Santa Fe Trail?,LOC
Vilken bok är uppföljningen av Future Shock?,ENTY
Vilka afrikanska djur är kända som The Big Five?,ENTY
Vad är alfabetet för latin?,ENTY
Vad är rädslan för grodor?,ENTY
Vilken stad i Kanada är den minst befolkade?,LOC
Hur gammal är Stevie Wonder?,NUM
Vem var den första taiwanesiska presidenten?,HUM
Vem är Luke Skywalkers far?,HUM
Vad längtar en dipsoman efter?,ENTY
"Vad är definitionen av termen ""vapensystem""?",DESC
Vad är Christopher Marlowes och Shakespeares litterära bidrag till engelsk litteratur?,DESC
Vad är Nero Wolfes favoritdryck under kontorstid?,ENTY
Vilket är det första persondataföretaget?,HUM
Vad är det mest effektiva sättet att starta en grill?,ENTY
Vem var Jane Goodall?,HUM
Varför finns det punktskrift på bankomaterna som människor kör igenom?,DESC
Var ligger Isle of Man?,LOC
Vilken bok skrev Aaron Hass?,ENTY
Vad var antalet döda vid utbrottet av berget Pinatubo?,NUM
När börjar årtusendet officiellt?,NUM
"Vem skapade serietidningen ""Garfield""?",HUM
Vilken vietnamesisk terrorist är nu en FN-delegat i Doonesbury?,HUM
Vad är realtidsbehandling?,DESC
Vad kallar vi den imaginära linjen längs toppen av Rocky Mountains?,LOC
Vilket lands huvudstad är Lagos?,LOC
Var äger Ray Bradbury's Chronicles rum?,LOC
Vem är Rysslands nuvarande premiärminister och president?,HUM
Vem etablerade en vikingakoloni på Grönland omkring 985?,HUM
"Vad var det som kännetecknade hunden ""Little Rascals""?",ENTY
Vad är latitud och longitud för El Paso| Texas?,NUM
Var kan jag få information om cystisk fibros?,LOC
Var styrde Honecker?,LOC
Vad är teorin om likvärdighetstillstånd?,DESC
Vad samlar en filatelist in?,ENTY
Hur lång är den genomsnittliga apans livslängd?,NUM
Hur många medlemsstater finns i FN?,NUM
Vem sköt och dödade sig själv när han målade Wheatfield with Crows?,HUM
Vad händer när natrium läggs i vatten?,DESC
Vad betyder UOL?,DESC
Vilken framtida president blev senats majoritetspisk under Harry Truman?,HUM
Vem var arkitekten för Central Park?,HUM
Vilket operativsystem körs på IBM-kompatibla maskiner?,ENTY
Vilka är dimensionerna på ett ishockeymål?,NUM
När sändes CNNs första sändning?,NUM
Vilka är tecknen på att ett land går in i en lågkonjunktur?,ENTY
Vad är circumorbital hematom?,DESC
Vilket afrikanskt land styrs från Ouagadougou?,LOC
Vad var det kristna namnet på titelkaraktären i Our Miss Brooks?,HUM
Vilken hörselskadad konstnär målade solrosor?,HUM
Vilka var Yankees frekventa fiender?,HUM
Vem skrev Sons and Lovers?,HUM
"Vad är den engelska översättningen för ordet ""caliente""?",ENTY
Vilket hantverk kräver att du flätar varp och väft?,ENTY
Vilken fransk hamn påstår sig vara Vins hem?,LOC
Hur lång tid tar det solljus att nå jorden?,NUM
Hur många millisekunder på en sekund?,NUM
Vilken Cherokee Indian gav sitt namn till ett träd?,HUM
När introducerades videokameror i Malaysia?,NUM
Vad är chansen att bli gravid med fyrlingar?,NUM
Vem var stjärnan i Leave It to Beaver?,HUM
Vilka länder har de största väpnade styrkorna i världen?,LOC
Vad var William F. Codys bättre kända namn?,HUM
Hur ökar jag min biceps?,DESC
Till vem lämnade Richard Nixon sin avgång till?,HUM
Vem var Thucydides?,HUM
Hur renas grundämnet strontium?,DESC
Vilka av följande rock'n roll-stjärnor har en stjärna på Hollywood Boulevard?,HUM
Vad är halsmandlar till för?,DESC
Vilka molekyler inkluderar fluor| natrium och magnesium?,ENTY
Vad hette bollspelet som mayaindinerna spelade?,ENTY
Vad var uppföljaren till The Moon's Balloon?,ENTY
Vad är växelkursen för australiska till amerikanska pengar?,NUM
"Vad är ursprunget ordet ""posh""?",DESC
Hur kan någon se att en kvinna hade samlag?,DESC
Hur många stater hade Richard Nixon 1972?,NUM
Vilken basketmanöver uppfann Bert Loomis?,ENTY
Vad är en bra bok att läsa för människor som hatar att läsa?,ENTY
Hur många shilling mer än 2 fanns det i en guinea?,NUM
Vad äter en tarantula?,ENTY
Vilka är de tre sekundära färgerna?,ENTY
"Vad betyder namnet ""Sabrina""?",DESC
Vem tog över som ledare för Boston Pops efter Arthur Fiedlers långa regeringstid?,HUM
Vad hette rättegångarna som följde efter andra världskriget?,ENTY
Vad är hebephrenia?,DESC
Vilken nazistledare dödade sig själv i fängelse strax innan han skulle avrättas som krigsförbrytare?,HUM
Vilka kända händelser har hänt den 27 mars?,ENTY
"Vilket företag påstod sig vara ""världens största leksaksaffär""?",HUM
Vilket varumärkesnummer pryder den svarta etiketten på en flaska Jack Daniel's?,NUM
Vad kallar jag mina kusiners söner och döttrar?,ENTY
Vad var orsakerna till inbördeskriget?,DESC
Vad är Maid-Rites?,DESC
Vilken stad terroriseras av Dracula i The Night Stalker?,LOC
Hur kan du förhindra det?,DESC
Vad betyder namnen Andrew och Christina?,DESC
Vilken chokladkaka skapad av Frank Mars och hans fru kallas ofta en Vintergata med jordnötter?,ENTY
Vem är den snabbaste gitarristen?,HUM
Vad lagrar kameler i sina knölar?,ENTY
Vad heter den andra rymdfärjan?,ENTY
Vilket är det bästa ortopediska sjukhuset i landet?,LOC
Vad är perfekt tempus?,DESC
Vad anses ofta vara den femte sinnet?,DESC
Vad var ett annat namn för Östtyskland?,ENTY
Vilken är den näst mest sålda tidningen i Amerika?,ENTY
Vem förrådde Norge till nazisterna?,HUM
Vem behöll leksakerna som donerats till Doodyville Orphans Fund för sig själv?,HUM
Vad är en Bourdon Tube?,DESC
Vilken typ av idrottslag är Wisconsin Badgers?,ENTY
Vilka var Picts?,HUM
Vad har Caroll Baker| Tammy Grimes| Debbie Reynolds och Judy Garland gemensamt?,DESC
Vad är film noir?,DESC
Vem är stationerad på Camp Swampy i serierna?,HUM
Vilket år upprättade Kina och Koreanska Republiken diplomatiska förbindelser?,NUM
Vad orsakar tuberkulos?,DESC
Hur lång är giraffen?,NUM
Vilken skådespelare klädde sig ut som jultomten och hade en gång per år en affär med skådespelerskan Shelley Winters varje jul i många år?,HUM
Vilket djur var den värmesökande missilen Sidewinder kallad efter?,ENTY
Hur lång tid tog det Stanley att hitta Livingstone?,NUM
"Hur mycket av landets barn mellan två och elva år tittar på ""The Simpsons""?",NUM
Vilken sjö ligger Sheboygan på?,LOC
Vad är ett baseballlags brandmän?,DESC
Vad är en rädsla för färg?,ENTY
Vilket Nantucket-skeppsbrott dödade fler dykare som utforskade det än de 52 personer det sjönk med?,ENTY
Vilka är de två största fåglarna på jorden?,ENTY
"Nämn de fyra berättelserna i Edith Whartons ""Old New York&"".",ENTY
Vilken är den största sjön i Nordamerika?,LOC
Hur många människor dog på grund av ett rökproblem 1997?,NUM
Vad är kronisk förstoppning ett symptom på?,ENTY
Vem skrev The Look of Love efter att ha sett Ursula Andress?,HUM
Vad heter den amerikanska simmare som vann sju guldmedaljer vid OS 1972?,HUM
Vem påstår att ha den största showen på jorden?,HUM
Vad är Head Start?,DESC
Vilken Honeymooners-skådespelerska utsåg tidningen Television som 1953:s mest lovande stjärna?,HUM
Varför kan kvinnor inte tjäna i marinen ombord på ubåtar?,DESC
Vad ledde Yaltakonferensen till?,ENTY
Vilken hund döptes till The Mortgage Lifter?,ENTY
Vad är saltpeter?,DESC
Vad är skillnaden mellan JD och LL.M.?,DESC
"Vilken typ av organisation är ""Last Chance for Animals""?",HUM
Vilken roll hade Medeltidsgilden?,HUM
Silly putty uppfanns av vem?,HUM
Vad ska man ställa in ugnen på för att baka Peachy Oat Muffins?,ENTY
Hur kan någon bli federal agent?,DESC
Vem uppfann gemet?,HUM
Vem gifte sig Lauren Bacall med efter att hennes man Humphrey Bogart dog?,HUM
Hur många gånger var John Havlicek medlem i stjärnlaget under sin 16-åriga National Basketball Associaton-karriär?,NUM
Vilken stad eller stat bor det mest homosexuella i?,LOC
Shea och Gould hade ett kontor i Los Angeles hur länge innan de stängde det?,NUM
Vilket ord förekommer 46227 gånger i Bibeln?,ENTY
Hur kan du vara lycklig?,DESC
Hur skulle någon göra för att bli organdonator?,DESC
"Vilket år skapade Degas bronsskulpturen ""Fjärde positionens front""?",NUM
Vilken kompositör tilldelades hedersmedaljen av Franklin D. Roosevelt?,HUM
Hur många URL-tillägg finns det? och vilka är de?,NUM
