text,verbose label,coarse label,fine label
"Vad är den mest populära formen av bro?",ENTY:other,3,17
"Vem var spisens uppfinnare?",HUM:ind,1,30
"Vilken komiker har ett legendariskt rykte för att stjäla skämt?",HUM:ind,1,30
"Var kan jag hitta information om cyklonen som drabbade New Jersey den 28/8/1941?",LOC:other,0,35
"Boxing Day firas på vilket datum?",NUM:date,5,39
"Vilka är de första tio ändringarna som godkänts?",ENTY:cremat,3,9
"Vad är en annan term för det smärtsamma handledssyndromet?",ENTY:dismed,3,11
"Vad är skillnaden mellan snö och isregn?",DESC:desc,2,3
"Hur är den nya Ford Econoline van F25 V1-motorn?",DESC:manner,2,4
"Vem var kungen som tvingades gå med på Magna Carta?",HUM:ind,1,30
"Vem blev den första hedersmedborgaren i USA?",HUM:ind,1,30
"Vilket spel är Garry Kasparov riktigt bra på?",ENTY:sport,3,21
"Var var Richard Nixon när Gerald Ford blev president?",LOC:other,0,35
"Var rankas USA bland världsländerna i område?",NUM:ord,5,42
"Vilken roman introducerade Ian Fleming James Bond i?",ENTY:cremat,3,9
"Vad var målet för M3-tillväxt 1992?",NUM:perc,5,44
"Vilket basebollag kallades rutinmässigt "dem bums" av sina frustrerade fans?",HUM:gr,1,29
"Namn på forskare vars bokstavliga översättningar från det kinesiska och japanska Ezra-pundet berodde på?",HUM:ind,1,30
"När började Israel överlämna Gazaremsan och Jeriko till PLO?",NUM:date,5,39
"Vilka är de största skillnaderna i katolska och metodistiska religioner?",DESC:desc,2,3
"Namnge On Stage-karaktären vars ansikte aldrig sågs.",HUM:ind,1,30
"Hur mycket energi släpps ut när syre och väte blandas?",NUM:count,5,38
"Vilket är det bästa Internetföretaget att gå in på?",HUM:gr,1,29
"Vad betyder Venus Retrograde?",DESC:def,2,2
"Vem är känd som "världens äldsta tonåring"?",HUM:ind,1,30
"Vilka är de största bryggerierna i världen?",LOC:other,0,35
"Vad betyder Las Vegas?",DESC:def,2,2
"Vad betyder ordet "meta"?",DESC:def,2,2
"Vad håller molnen i luften?",ENTY:other,3,17
"Vad är termen för en fyrsidig figur?",ENTY:termeq,3,25
"Ray Charles spelar vilket instrument?",ENTY:instru,3,14
"Vilken country- och westernsångare kallas The Silver Fox?",LOC:country,0,33
"Vilken byggnad är lämpligt nog avbildad på baksidan av 1-dollarsedeln?",LOC:other,0,35
"Vad är forskarskola?",DESC:def,2,2
"Vad är skillnaden mellan pizza i New York-stil och Chicago-stil?",DESC:desc,2,3
"Vilken basebollägare och sjöman är känd som The Mouth of the South?",HUM:ind,1,30
"Vilken typ av vadslagning används i hästkapplöpning?",ENTY:sport,3,21
"Vilken typ av hatt bär Bat Masterson?",ENTY:product,3,19
"Vem var med Patricia Hearst natten hon kidnappades?",HUM:ind,1,30
"Vad är Viking Prince förnamn?",HUM:ind,1,30
"Vad betyder förkortningen cwt.?",ABBR:exp,4,1
"I vilken deodorantreklam hade hyresgäster angränsande medicinskåp?",ENTY:other,3,17
"Var ligger Rider College?",LOC:other,0,35
"Vilken boxares livshistoria heter Raging Bull?",HUM:ind,1,30
"Av vilken anledning slutade vissa skolor i San Diego servera äpplen?",DESC:reason,2,5
"Vem rådde lyssnare att "se USA i din Chevrolet"?",HUM:ind,1,30
"Var låg den första restaurangen?",LOC:other,0,35
"Var kan jag hitta ett fullständigt skriftligt utkast till CTBT?",LOC:other,0,35
"Hur många hästar dog under inbördeskriget?",NUM:count,5,38
"Hur mycket avfall producerar en genomsnittlig mjölkko på en dag?",NUM:count,5,38
"Vilken nobelpristagare utvisades från Filippinerna före konferensen om Östtimor?",HUM:ind,1,30
"Vilken kvinna har fött flest flerfödda, tvillingar, trillingar osv.?",HUM:ind,1,30
"Hur många minuter fanns det på den ursprungliga GE College Bowl-klockan?",NUM:count,5,38
"Vad är den genomsnittliga tiden det tar för en man att ejakulera?",NUM:period,5,45
"Vad är webbplatsen för Internationella domstolen?",LOC:other,0,35
"Var ligger 8 av de 10 högsta bergen i världen?",LOC:other,0,35
"Var kan jag titta på en evig kalender?",LOC:other,0,35
"Hur många astronauter har varit på månen?",NUM:count,5,38
"Vilket år inträffade Bounty-myteriet?",NUM:date,5,39
"Vilket är det enda ämnet som ger maten sin "smak" när den äts?",ENTY:substance,3,22
"Hur refererar du till en webbplats?",DESC:manner,2,4
"Vad är Pandoro?",DESC:def,2,2
"Vad står bokstäverna ZIP för i frasen "ZIP kod"?",ABBR:exp,4,1
"Vilken Bourbon-kung återställdes till den franska tronen under Napoleons abdikation?",HUM:ind,1,30
"Vilken är en av de städer som University of Minnesota ligger i?",LOC:city,0,32
"Vad är texten till "My Way" skriven av Paul Anka?",DESC:desc,2,3
"Hur installerar jag ett klinkergolv?",DESC:manner,2,4
"Vad är det snabbaste och enklaste sättet att få nagellack ur kläderna?",ENTY:techmeth,3,24
"Varför uppfanns dragkedjan?",DESC:reason,2,5
"Vad är den största mördaren i industriländer?",ENTY:other,3,17
"Namnge fyra berömda tecknade katter.",ENTY:animal,3,6
"Vilken dotter till Henry VIII och Anne Boleyn blev drottning av England?",HUM:ind,1,30
"Hur kom "stat" att användas som ett uttryck för snabbt?",DESC:manner,2,4
"Vilket är det vanligaste smeknamnet för amerikanska college-fotbollslag?",HUM:gr,1,29
"Vad skiljer USA: s högsta domstol Thurgood Marshall?",DESC:desc,2,3
"Vilken är den mest användbara webbplatsen på Internet?",LOC:other,0,35
"Vilken är världens högsta topp?",LOC:mount,0,34
"Vad var en Mae West på ett andra världskrigsslagskepp?",DESC:def,2,2
"Definiera kosmologi.",DESC:def,2,2
"Vilken komiker stal föreställningen från Dwight D. Eisenhowers första invigning genom att föda sitt första barn?",HUM:ind,1,30
"Vad är minnesvärden?",DESC:def,2,2
"När spelades de olympiska spelen där Nadia Comaneci blev populär?",NUM:date,5,39
"Var ligger Hearst Castle, byggt av utgivaren William Randolph Hearst?",LOC:other,0,35
"Vilken är den största amerikanska staden på Great Lakes?",LOC:city,0,32
"Vem sjöng om Desmond och Molly Jones?",HUM:ind,1,30
"Vilken tidning ger oss grädden, inte skummet?",ENTY:cremat,3,9
"Vad producerar tekniken som kallas "kall fusion"?",ENTY:techmeth,3,24
"Vilken kostymdesigner bestämde att Michael Jackson bara skulle ha på sig en handske?",HUM:ind,1,30
"Vilket versmått använde Shakespeare när han skrev: ""Att vara eller inte vara, det är frågan ...""?",ENTY:other,3,17
"Hur många rader med kugghjulshål har en rulle med 35 millimeter film?",NUM:count,5,38
"Vad är getpopulationen i världen?",NUM:count,5,38
"Vilket företag var den ursprungliga sponsorn av TV: s Superman?",HUM:gr,1,29
"Vilken term använder en tjeck för att beskriva en pol?",ENTY:termeq,3,25
"Vilket hav skiljer Neapel och Alger?",LOC:other,0,35
"Hur många advokater finns det i delstaten New Jersey?",NUM:count,5,38
"Vilka är de vanligaste elementen i havsvatten?",ENTY:substance,3,22
"Beskriv den finska musikpersonligheten Salonens utseende.",DESC:desc,2,3
"Vad är ursprunget till den etniska kategorin "kaukasisk"?",DESC:desc,2,3
"Vad är en stratocaster?",DESC:def,2,2
"Vilken typ av vetenskap är kosmologi?",ENTY:other,3,17
"Namnge den blinda skulptören som är kär i Fantastic Four's Thing.",HUM:ind,1,30
"Vilket är det näst lättaste elementet?",ENTY:substance,3,22
"Vad kallar du en "snurr" i balett?",ENTY:termeq,3,25
"Vad är daminozids varumärke?",ENTY:product,3,19
"Vad är det tidigare namnet av Zimbabwe?",ENTY:termeq,3,25
"Vilken superstjärna från National Basketball Association berättade sin historia i Giant Steps?",HUM:ind,1,30
"Vilka djur maskerade sig The Amazing Three som?",ENTY:animal,3,6
"Hur fick bikinin sitt namn?",DESC:manner,2,4
"När fick Fraze sitt första patent på dragfliken?",NUM:date,5,39
"Hur många matcher spelas i en turnering med fem lag, alla möter alla?",NUM:count,5,38
"Vem utvecklade det första poliovaccinet?",HUM:ind,1,30
"Vem gjorde den första bensinmotorn?",HUM:ind,1,30
"Vilket land hävdade Rubens, Van Dyck och Bruegel som medborgare?",LOC:country,0,33
"Vilket inbördeskrig utkämpades mellan 1936 och 1939?",ENTY:event,3,12
"Hur många frågor har du i din databas?",NUM:count,5,38
"Hur bildas moln?",DESC:manner,2,4
"Var kan jag hitta exempel på rättsfall om lagen om utbildning för personer med funktionsnedsättning?",LOC:other,0,35
"Vilken karaktär skapade Tex Avery först när han kom till MGM?",HUM:ind,1,30
"När var Triangle Shirtwaist branden?",NUM:date,5,39
"Vilken asiatisk andlig och politisk ledare gifte sig vid 13 års ålder?",HUM:ind,1,30
"Var ligger Ocho Rios?",LOC:other,0,35
"Vad är halveringstiden för P-32?",DESC:def,2,2
"Vilket hav gränsar Mauretanien?",LOC:other,0,35
"Varför sparar tryckkokare tid i köket?",DESC:reason,2,5
"Varför finns det 12 personer i en jury i brottmål?",DESC:reason,2,5
"Vad tror kristna forskare på?",DESC:desc,2,3
"Vilket första världskrig slag såg 60 trupper döda på en dag?",ENTY:event,3,12
"Vilket land är Kosovo en del av?",LOC:country,0,33
"Berätta för mig vilken stad Kentucky Horse Park ligger nära?",LOC:city,0,32
"Vilket datoroperativsystem finns på de flesta datorer?",ENTY:product,3,19
"Vad är Bill Gross e-postadress?",LOC:other,0,35
"Vilken är den ekonomiska inverkan av arbetslösheten på ekonomin?",DESC:desc,2,3
"Vad står bokstäverna DC för i Washington, DC?",ABBR:exp,4,1
"Vilka djur kan leva längst utan mat?",ENTY:animal,3,6
"Vilken engelsk drottning hade sjutton barn?",HUM:ind,1,30
"Vad är den ungefärliga befolkningen i Las Vegas, NM?",NUM:other,5,43
"Hur mycket får presidenten betalt?",NUM:money,5,41
"Vilka två basebollspelare utgör batteriet?",HUM:ind,1,30
"Vilket är det största brevet i Salvador Dalis signatur?",ENTY:letter,3,16
"Vad kallar en irriterad bilägare järnoxid?",ENTY:termeq,3,25
"Hur många procent tittar på "The Simpsons" av barn mellan två och elva år?",NUM:perc,5,44
"Vilken är den nordligaste USA-staten förutom Alaska?",LOC:state,0,36
"Namnge ett konstgalleri i New York.",LOC:other,0,35
"Vem säljer Viagra?",HUM:ind,1,30
"Vilket musikinstrument spelade Prewitt i James Jones From Here to Eternity?",ENTY:instru,3,14
"Vad är hemmalag?",DESC:def,2,2
"Vilken byggnad krönns brittiska monarker i?",LOC:other,0,35
"Vad är Bellworts?",DESC:def,2,2
"Vem var Darius?",HUM:desc,1,28
"Vilken film berättade om Anna Andersons anspråk på att vara en rysk zars dotter?",ENTY:cremat,3,9
"För vem arbetade Dita Beard?",HUM:ind,1,30
"Vilken typ av varelse är en sothöna?",ENTY:animal,3,6
"Namnge universitetet där Woodrow Wilson var president.",HUM:gr,1,29
"Vilket land använde först flygplanet som ett krigsvapen mot turkarna i Libyen?",LOC:country,0,33
"Vilket universitet var Woodrow Wilson president för?",HUM:gr,1,29
"Vad är en rädsla för sjukdom?",ENTY:dismed,3,11
"Vilken typ av kött är Fray Bentos synonymt med?",ENTY:food,3,13
"Vad piskade Mr. Magoo på TV för General Electric?",ENTY:other,3,17
"Vad är orden till den kanadensiska nationalsången?",DESC:desc,2,3
"Vad heter det judiska alfabetet?",ENTY:termeq,3,25
"Vem fungerade som inspiration för den lärare som skildras av Robin Williams i "Dead Poets Society"?",HUM:ind,1,30
"Vad är Columbia Tristars telefonnummer?",NUM:code,5,37
"Namnge de fem befattningar som är i linje med ordförandeskapet.",HUM:title,1,31
"Vilken av de sju ursprungliga Astronauterna i Mercury-programmet flög inte på någon av Mercury-flygningarna?",HUM:ind,1,30
"Vem är den mest kända skurken i 165 Gunpowder Plot?",HUM:ind,1,30
"Vad är huvudstaden i Burkina Faso?",LOC:city,0,32
"Vilken kontinent är Bolivia på?",LOC:other,0,35
"Varför avskaffades Muhammad Ali sin titel och hindrades från att boxas 1967?",DESC:reason,2,5
"Vem dödade fler människor, Hitler eller Stalin?",HUM:ind,1,30
"Vad fick Shea & Gould att stänga sitt LA-kontor?",DESC:reason,2,5
"Vilket är det enda däggdjuret som inte kan hoppa?",ENTY:animal,3,6
"Vilken amerikansk stat har flest blondiner?",LOC:state,0,36
"Vilket krig såg strider vid Parrot's Beak och Black Virgin?",ENTY:event,3,12
"Vad var den amerikanska motorvägens dödsfall 1969?",NUM:count,5,38
"Vad betyder namnet Kelly?",DESC:def,2,2
"Vad är en falanks?",DESC:def,2,2
"Vilken mustasch-komiker skildrade Frankie i norra Alaska?",HUM:ind,1,30
"Vad kostar vart och ett av underhållen i Monopol?",NUM:money,5,41
"Vilken skådespelare och andra världskrigets flygare fick en bounty på $50 av Hermann Goering?",HUM:ind,1,30
"Vad står t.ex. för?",ABBR:exp,4,1
"Vad heter det medicinska tillstånd där en baby föds utan hjärna?",ENTY:dismed,3,11
"Hur bildas stormar?",DESC:manner,2,4
"Vem är Nicolo Paganini?",HUM:desc,1,28
"Vilken stad kallas ofta världens försäkringshuvudstad?",LOC:city,0,32
"Vilka är de tre djuren i Sheila Burnfords The Incredible Journey?",ENTY:animal,3,6
"Vem porträtterade Dracula i Hammer Studios filmer?",HUM:ind,1,30
"Namnge en av de antika världens sju underverk.",ENTY:other,3,17
"När trodde man att fisk hittades först på jorden?",NUM:date,5,39
"Vilken presidents favoritbibliska citat var: "Kom nu och låt oss resonera tillsammans".",HUM:ind,1,30
"Hur många hissar åker du för att nå översta våningen i Empire State Building?",NUM:count,5,38
"Namnge matföretaget som reste till Sovjet-Georgien för att filma en serie annonser.",HUM:gr,1,29
"Vilket land föddes Sir Edmund Hillary i?",LOC:country,0,33
"Vad kallas en spädbarnssäl?",ENTY:animal,3,6
"Vad var rätt Laugh-In svar till: ""Say goodnight, Dick""?",DESC:desc,2,3
"Vilken stad nominerades John F. Kennedy till president i?",LOC:city,0,32
"Hur länge sover en hund?",NUM:period,5,45
"Vilken film från Joseph L. Mankiewicz från 1963 kostade 28 miljoner dollar?",ENTY:cremat,3,9
"Vilket japanskt elektronikföretag fick sitt namn från en kuststad nordost om Tokyo?",HUM:gr,1,29
"Vad kan du få böter för att ha en hund på en strand?",NUM:money,5,41
"Var ägde slaget vid utbuktningen rum?",LOC:other,0,35
"Hur mycket kommer Kalifornien att vara år 2000?",NUM:count,5,38
"Vilken mysterieskrivare skrev "... den ära som var Grekland och storheten som var Rom"?",HUM:ind,1,30
"Vilket stat full av mjölk och honung var målet i The Grapes of Wrath?",LOC:state,0,36
"Vilken är den högsta byggnaden i Japan?",LOC:other,0,35
"Var ligger Sinn Feins huvudkontor?",LOC:other,0,35
"Namnge Li'l Abners favoritindiska dryck.",ENTY:food,3,13
"Vilka är några viktiga händelser från 1830-talet?",ENTY:event,3,12
"Irakierna inledde sin attack mot Kuwait vilken dag?",NUM:date,5,39
"Vilken bokstav pryder Rwandas flagga?",ENTY:letter,3,16
"Vad tillverkar en möbeltillverkare?",ENTY:other,3,17
"Vad är Gud?",DESC:def,2,2
"Vilket lands nordligaste stad är Darwin?",LOC:country,0,33
"Vilket ljud förbiser Olympia, Washington?",LOC:other,0,35
"Vilken TV-serie berättade om Katy Holstrum och kongressledamoten Glen Morleys liv?",ENTY:cremat,3,9
"Vilken stad i Kentucky kallar sig The Horse Center of America?",LOC:city,0,32
"Hur många penny-farthings finns det på ett Trivial Pursuit-spelbräde?",NUM:count,5,38
"Vad är det vanligaste elementet i solen?",ENTY:substance,3,22
"Vilket europeiskt land kan skryta med staden Furth, där floderna Rednitz och Pegnitz sammanfaller?",LOC:country,0,33
"Vilken stat i USA är Dixville Notch i?",LOC:state,0,36
"Var låg Cisalpine Republic, 1797-1850?",LOC:other,0,35
"Vilket är det största köpcentret i världen?",LOC:other,0,35
"Vad heter huvudpersonen i Dostojevskis "Idioten"?",HUM:ind,1,30
"Vilken straffruta ligger mellan Baltic Avenue och Reading Railroad på ett Monopol-spelbräde?",ENTY:other,3,17
"Vilken presidentsekreterare avfärdade Watergate som ett undermåligt inbrottsförsök?",HUM:ind,1,30
"Vad är en surikat?",DESC:def,2,2
"Vem var Jean Nicolet?",HUM:desc,1,28
"Vilken typ av djur var Winnie the Pooh?",ENTY:animal,3,6
"Vilka av dessa är författare?",HUM:ind,1,30
"Vad är det internationella radiokodordet för bokstaven B?",ENTY:word,3,27
"Vem var den ursprungliga Humpty Dumpty?",HUM:ind,1,30
"Vad är cacheminne?",DESC:def,2,2
"Aspartam är också känt som vad?",ENTY:termeq,3,25
"Var ligger Orange Bowl?",LOC:other,0,35
"När är president Nixons födelsedag?",NUM:date,5,39
"Vad är ursprunget till Mellanvästra slangen, "du är jävla tootin"?",DESC:desc,2,3
"Vems skåp var kalt?",HUM:ind,1,30
"Vilka är de sju haven?",LOC:other,0,35
"Vad står IBM för?",ABBR:exp,4,1
"Vad är skillnaden mellan jazz och blues?",DESC:desc,2,3
"Vad är C-programmeringsspråket?",DESC:def,2,2
"Vad heter Popeye's adopterade son?",HUM:ind,1,30
"Vem uppfann dammsugaren?",HUM:ind,1,30
"Vad är en "lånegrop"?",DESC:def,2,2
"Vilken fiktiv karaktär från 2000-talet går på Pencey Prep School?",HUM:ind,1,30
"Hur många människor i USA säger att deras främsta informationskälla är tidningen?",NUM:count,5,38
"Vem lånar Shakespeares Antonio 30 dukater från?",HUM:ind,1,30
"Vilket land är känt som "Big Bear"?",LOC:country,0,33
"Vad ""smälter i munnen, inte i dina händer""?",ENTY:food,3,13
"Hur många gånger om dagen ska du ta ett receptläkemedel märkt "qid"?",NUM:count,5,38
"Vad är atomens ursprung?",DESC:desc,2,3
"Vem är Voyagers projektledare?",HUM:ind,1,30
"Vilka radiostationer sänder Jim Bohannon Radio Talk Show?",HUM:gr,1,29
"Vilka två befälhavare styrde styrkorna i slaget vid El Alamein?",HUM:ind,1,30
"Namnge skaparen av "The Muppets"?",HUM:ind,1,30
"Hur skickar jag e-post till någon på aol.com från yahoo.com?",DESC:manner,2,4
"Vem svarade "Jag vet" på prinsessan Leias bekännelse "Jag älskar dig" i The Empire Strikes Back?",HUM:ind,1,30
"Vad betyder namnet Ella?",DESC:def,2,2
"Vad är Rockettes hem?",LOC:other,0,35
"Var kan jag hitta all information jag behöver veta om det engelska inbördeskriget, 1642-1649?",LOC:other,0,35
"Vad heter företaget som tillverkar Spumante?",HUM:gr,1,29
"Vilken sport spelas på det största fältet?",ENTY:sport,3,21
"Vem vann 1967 Oscar för bästa skådespelare?",HUM:ind,1,30
"Vad är efter döden?",ENTY:other,3,17
"Namnge den första privata medborgaren som flög i rymden.",HUM:ind,1,30
"Vad var fotbollsstjärnan Elroy Hirschs smeknamn?",HUM:ind,1,30
"Vilken sångare sjunger "Oh Boy"?",HUM:ind,1,30
"Hur mycket pizza äter amerikaner på en dag?",NUM:count,5,38
"Vad är webbplatsen för USA-tidskriften?",LOC:other,0,35
"Vilken arméns motto är Blood and Fire?",HUM:gr,1,29
